instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,casual_ratio,log_casual,log_registered,log_cnt
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.740833,0.207092,659.0,3833,4492.0,Summer,Mist,Tuesday,0.1467052537845058,6.492239835020471,8.251663923605589,8.41027590907016
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.69625,0.154233,740.0,4238,4978.0,Summer,Clear,Wednesday,0.14865407794294896,6.608000625296087,8.352082671352637,8.512984346642183
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.6775,0.199642,758.0,3919,4677.0,Summer,Clear,Thursday,0.16206970280094077,6.6320017773956295,8.273846932784508,8.450625947144124
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.65375,0.240679,871.0,3808,4679.0,Summer,Clear,Friday,0.1861508869416542,6.77078942390898,8.245121966478605,8.451053388911692
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.729583,0.230092,2001.0,2757,4758.0,Summer,Clear,Saturday,0.42055485498108447,7.601901959875166,7.922261058353247,8.46779284112111
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.81875,0.213938,2266.75,2433,4699.75,Summer,Clear,Sunday,0.4823128889834566,7.726543429495053,7.797291273547472,8.455477349435585
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.685,0.131225,1549.0,2549,4098.0,Summer,Clear,Monday,0.37798926305514885,7.346010209913293,7.843848638152472,8.318498320504338
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.636667,0.111329,673.0,3309,3982.0,Summer,Clear,Tuesday,0.16901054746358612,6.513230110912307,8.104703468371108,8.289790583181643
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.677083,0.207092,513.0,3461,3974.0,Summer,Mist,Wednesday,0.12908907901358832,6.2422232654551655,8.149601735736155,8.287780027088433
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.305,0.292287,736.0,4232,4968.0,Summer,Clear,Thursday,0.14814814814814814,6.602587892189336,8.350666240520924,8.51097389160232
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.354167,0.253121,898.0,4414,5312.0,Summer,Clear,Friday,0.1690512048192771,6.80128303447162,8.392763113038061,8.577911926450943
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.45625,0.123142,1869.0,3473,5342.0,Summer,Clear,Saturday,0.34986896293523023,7.533693709848633,8.153061946801051,8.583542571957771
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.6525,0.138692,1685.0,3221,4906.0,Summer,Mist,Sunday,0.3434569914390542,7.430114138561801,8.07775756373692,8.498418036089904
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.6,0.121896,673.0,3875,4548.0,Summer,Clear,Monday,0.14797713280562885,6.513230110912307,8.262558973010657,8.422662707570003
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.597917,0.187808,763.0,4070,4833.0,Summer,Clear,Tuesday,0.1578729567556383,6.638567789166521,8.31164394850298,8.483429561263428
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.622083,0.136817,676.0,3725,4401.0,Summer,Clear,Wednesday,0.15360145421495114,6.517671272912275,8.223090551161533,8.389814262086407
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.568333,0.149883,563.0,3352,3915.0,Summer,Mist,Thursday,0.1438058748403576,6.335054251498059,8.117610746466228,8.272826003650401
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.605,0.140554,815.0,3771,4586.0,Summer,Clear,Friday,0.17771478412559966,6.704414354964107,8.235360643753348,8.430981494597171
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.654583,0.15485,1729.0,3237,4966.0,Summer,Clear,Saturday,0.3481675392670157,7.455876687491824,8.08271113423758,8.51057131510735
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.747917,0.163567,1467.0,2993,4460.0,Summer,Clear,Sunday,0.3289237668161435,7.291656209174461,8.004365564979574,8.403128235128264
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.494583,0.30535,863.0,4157,5020.0,Summer,Clear,Monday,0.17191235059760956,6.761572768804055,8.332789468417959,8.521384396034705
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.507083,0.269283,727.0,4164,4891.0,Summer,Clear,Tuesday,0.14864035984461255,6.590301048196686,8.334471554600944,8.495356496807062
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.471667,0.167912,769.0,4411,5180.0,Summer,Clear,Wednesday,0.14845559845559844,6.646390514847729,8.392083380373393,8.552753366814787
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.688333,0.206471,545.0,3222,3767.0,Summer,Mist,Thursday,0.14467746217148925,6.302618975744905,8.078067881815437,8.234299635696253
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.735833,0.143029,863.0,3981,4844.0,Summer,Clear,Friday,0.17815854665565647,6.761572768804055,8.289539484624141,8.485702524324866
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.670417,0.119408,1807.0,3312,5119.0,Summer,Clear,Saturday,0.352998632545419,7.4999765409521215,8.105609402299896,8.540909718033554
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.666667,0.102,1639.0,3105,4744.0,Summer,Mist,Sunday,0.34548903878583476,7.402451520818244,8.041091003708633,8.464846711044029
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.74625,0.155475,699.0,3311,4010.0,Summer,Mist,Monday,0.1743142144638404,6.551080335043404,8.10530751550515,8.296795865770052
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.770417,0.171025,774.0,4061,4835.0,Fall,Mist,Tuesday,0.16008273009307136,6.652863029353347,8.30943074214033,8.483843211734683
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.7075,0.172262,661.0,3846,4507.0,Fall,Clear,Wednesday,0.14666074994453074,6.495265555937008,8.255048902752295,8.413608875159667
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.703333,0.238804,746.0,4044,4790.0,Fall,Mist,Thursday,0.155741127348643,6.616065185132817,8.305236829492593,8.474494436883122
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.573333,0.222025,969.0,4022,4991.0,Fall,Clear,Friday,0.1941494690442797,6.877296071497429,8.299783171949787,8.515591910049263
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.483333,0.209571,1782.0,3420,5202.0,Fall,Clear,Saturday,0.34256055363321797,7.48605261786314,8.137688184977605,8.556990661290303
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.513333,0.0945333,1920.0,3385,5305.0,Fall,Clear,Sunday,0.36192271442035817,7.560601162768557,8.12740456269308,8.576593534697684
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.658333,0.107588,854.0,3854,4708.0,Fall,Mist,Monday,0.18139337298215802,6.75110146893676,8.25712628599743,8.457230850243555
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.634167,0.144283,732.0,3916,4648.0,Fall,Clear,Tuesday,0.15748709122203097,6.597145701886651,8.27308133366583,8.444407421690585
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.497917,0.261821,848.0,4377,5225.0,Fall,Clear,Wednesday,0.16229665071770336,6.744059186311348,8.384347278082808,8.561401446080557
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.434167,0.185312,1027.0,4488,5515.0,Fall,Clear,Thursday,0.18621940163191297,6.93537044601511,8.409385238781931,8.615408238913192
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.39625,0.102608,1246.0,4116,5362.0,Fall,Clear,Friday,0.23237597911227154,7.1284959456800365,8.322880021769905,8.587278798982926
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.444583,0.115062,2204.0,2915,5119.0,Fall,Clear,Saturday,0.4305528423520219,7.6984827878809465,7.977968093128549,8.540909718033554
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.6825,0.228858,2266.75,2367,4633.75,Fall,Mist,Sunday,0.4891826274615592,7.726543429495053,7.769800996003896,8.441337539112702
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.637917,0.0814792,2266.75,2978,5244.75,Fall,Mist,Monday,0.43219409886076554,7.726543429495053,7.999342952713282,8.565173503934805
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.590417,0.126258,1031.0,3634,4665.0,Fall,Clear,Tuesday,0.2210075026795284,6.939253946041508,8.198364389967619,8.448057452581375
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.743333,0.149883,784.0,3845,4629.0,Fall,Clear,Wednesday,0.16936703391661265,6.665683717782408,8.254788926148725,8.440312147080279
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.65125,0.1592,754.0,3838,4592.0,Fall,Clear,Thursday,0.16419860627177701,6.626717749249025,8.252967195000798,8.432288684325794
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.757917,0.225129,692.0,3348,4040.0,Fall,Mist,Friday,0.1712871287128713,6.541029999189903,8.116417072794205,8.304247465078474
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.609167,0.167912,1988.0,3348,5336.0,Fall,Clear,Saturday,0.37256371814092953,7.5953872788539725,8.116417072794205,8.582418976333944
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.578333,0.183471,1743.0,3138,4881.0,Fall,Clear,Sunday,0.35709895513214507,7.463936604468925,8.051659556841953,8.493310250952906
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.635833,0.282337,723.0,3363,4086.0,Fall,Clear,Monday,0.17694566813509544,6.584791392385716,8.120886021092838,8.315566483564277
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.559167,0.200254,662.0,3596,4258.0,Fall,Clear,Tuesday,0.15547205260685767,6.4967749901858625,8.187855443695623,8.356789669923213
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.631667,0.146133,748.0,3594,4342.0,Fall,Clear,Wednesday,0.17227084292952557,6.618738983517219,8.187299270155147,8.376320632534823
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.47625,0.240667,888.0,4196,5084.0,Fall,Clear,Thursday,0.17466561762391816,6.790097235513905,8.34212526333359,8.53405030848266
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.59125,0.182833,1318.0,4220,5538.0,Fall,Clear,Friday,0.23799205489346334,7.1846291527173145,8.347827345782498,8.619569258033104
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.585,0.208342,2266.75,3505,5771.75,Fall,Clear,Saturday,0.392731840429679,7.726543429495053,8.16223106548118,8.660903849082537
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.604167,0.245033,2006.0,3296,5302.0,Fall,Clear,Sunday,0.3783477932855526,7.604396348796338,8.10076824307173,8.57602797713713
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.65125,0.215804,841.0,3617,4458.0,Fall,Clear,Monday,0.1886496186630776,6.7357800142423265,8.193676665955241,8.402679804627477
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.650417,0.1306,752.0,3789,4541.0,Fall,Clear,Tuesday,0.16560229024443954,6.6240652277998935,8.240121298076472,8.421122722665503
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.707083,0.113817,644.0,3688,4332.0,Fall,Clear,Wednesday,0.14866112650046168,6.4692503167957724,8.213110697596676,8.374015421739909
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.69125,0.222021,632.0,3152,3784.0,Fall,Mist,Thursday,0.16701902748414377,6.450470422144176,8.056109659545061,8.23880116587155
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.580417,0.1331,562.0,2825,3387.0,Fall,Clear,Friday,0.16592855033953352,6.333279628139691,7.946617563244473,8.127995055771946
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.5,0.131221,987.0,2298,3285.0,Fall,Clear,Saturday,0.3004566210045662,6.895682697747868,7.740229524763182,8.097426298597213
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.550833,0.169171,1050.0,2556,3606.0,Fall,Clear,Sunday,0.2911813643926789,6.957497370876951,7.846589975291186,8.19063168090354
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.757083,0.0908083,568.0,3272,3840.0,Fall,Clear,Monday,0.14791666666666667,6.343880434126331,8.09346227450118,8.253488028345904
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.540833,0.200258,750.0,3840,4590.0,Fall,Clear,Tuesday,0.16339869281045752,6.621405651764134,8.253488028345904,8.431853144249223
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.402917,0.183463,755.0,3901,4656.0,Fall,Clear,Wednesday,0.16215635738831616,6.628041376179533,8.269244521183056,8.446126742982377
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.583333,0.178479,606.0,3784,4390.0,Fall,Clear,Thursday,0.13804100227790433,6.408528791059498,8.23880116587155,8.387312270561717
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.5425,0.174138,670.0,3176,3846.0,Fall,Clear,Friday,0.17420696827873114,6.508769136971682,8.063692634269517,8.255048902752295
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.465833,0.168537,1559.0,2916,4475.0,Fall,Clear,Saturday,0.3483798882681564,7.352441100243583,7.978310969867722,8.406485069431817
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.480833,0.164813,1524.0,2778,4302.0,Fall,Clear,Sunday,0.3542538354253835,7.329749689041512,7.929846429742503,8.3670677328386
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.550833,0.156717,729.0,3537,4266.0,Fall,Clear,Monday,0.17088607594936708,6.593044534142437,8.17131687471973,8.358666283188
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.49125,0.20585,801.0,4044,4845.0,Fall,Clear,Tuesday,0.1653250773993808,6.687108607866515,8.305236829492593,8.48590890137647
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.6575,0.135583,467.0,3107,3574.0,Fall,Mist,Wednesday,0.1306659205372132,6.148468295917647,8.041734711487537,8.181720455128108
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.7575,0.19715,799.0,3777,4576.0,Fall,Mist,Thursday,0.17460664335664336,6.684611727667927,8.236950048061455,8.428799040653642
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.630833,0.184696,1023.0,3843,4866.0,Fall,Clear,Friday,0.21023427866831074,6.931471805599453,8.254268770090183,8.490233009833455
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.755,0.22825,1521.0,2773,4294.0,Fall,Mist,Saturday,0.35421518397764323,7.3277805384216315,7.928045600874777,8.365206834418355
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.752917,0.201487,1298.0,2487,3785.0,Fall,Clear,Sunday,0.3429326287978864,7.1693500166706,7.81923445385907,8.239065331769268
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.592083,0.192175,846.0,3480,4326.0,Fall,Clear,Monday,0.1955617198335645,6.741700694652055,8.15507488781144,8.372629740224884
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.570417,0.151121,907.0,3695,4602.0,Fall,Clear,Tuesday,0.19708822251195132,6.811244378601294,8.215006432761575,8.434463543817241
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.424167,0.200258,884.0,3896,4780.0,Fall,Clear,Wednesday,0.18493723849372384,6.785587645007929,8.26796230533871,8.472405008626103
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.42375,0.164796,812.0,3980,4792.0,Fall,Clear,Thursday,0.169449081803005,6.70073110954781,8.289288323000317,8.474911799159631
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.415,0.125621,1051.0,3854,4905.0,Fall,Clear,Friday,0.2142711518858308,6.9584483932976555,8.25712628599743,8.498214224818435
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.729583,0.211454,1504.0,2646,4150.0,Fall,Mist,Saturday,0.3624096385542169,7.316548177182976,7.881182202227102,8.33110454805304
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.8175,0.222633,1338.0,2482,3820.0,Fall,Mist,Sunday,0.35026178010471204,7.199678345691172,7.817222785508166,8.2482674474469
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.712083,0.208954,775.0,3563,4338.0,Fall,Clear,Monday,0.17865375749193177,6.654152520183219,8.1786387885907,8.37539918579835
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.578333,0.236329,721.0,4004,4725.0,Fall,Clear,Tuesday,0.15259259259259259,6.582025138892826,8.29529885950246,8.460834457746854
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.575417,0.143667,668.0,4026,4694.0,Fall,Clear,Wednesday,0.14230933106092886,6.505784060128229,8.300776960851454,8.454253391642363
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.654583,0.233208,639.0,3166,3805.0,Fall,Clear,Thursday,0.16793692509855454,6.461468176353717,8.06054004653864,8.244334047856094
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.722917,0.139308,797.0,3356,4153.0,Fall,Mist,Friday,0.19190946303876716,6.682108597449809,8.118802996980035,8.331827004436057
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.674167,0.104467,1914.0,3277,5191.0,Fall,Clear,Saturday,0.3687150837988827,7.557472901614746,8.094988759303774,8.554874258383926
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.77,0.248754,1249.0,2624,3873.0,Fall,Clear,Sunday,0.3224890265943713,7.1308988302963465,7.872836175025724,8.262042843966942
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.47,0.27675,833.0,3925,4758.0,Fall,Clear,Monday,0.17507356031946195,6.726233402358747,8.275376374836407,8.46779284112111
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.455417,0.146763,1281.0,4614,5895.0,Fall,Clear,Tuesday,0.2173027989821883,7.156176637480615,8.437067146936952,8.682029433869172
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.605,0.253108,949.0,4181,5130.0,Fall,Clear,Wednesday,0.18499025341130604,6.856461984594587,8.338544879988579,8.543055850941965
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.771667,0.210833,435.0,3107,3542.0,Fall,Mist,Thursday,0.1228119706380576,6.077642243349034,8.041734711487537,8.172729104865471
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.76125,0.0839625,768.0,3893,4661.0,Fall,Clear,Friday,0.16477150826003004,6.645090969505644,8.267192185932146,8.447199819595703
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.85,0.375617,226.0,889,1115.0,Fall,Mist,Saturday,0.20269058295964126,5.424950017481403,6.7912214627261855,7.017506142941256
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.561765,0.304659,1415.0,2919,4334.0,Fall,Clear,Sunday,0.32648823257960313,7.255591274253665,7.979338895262328,8.374476889214643
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.554583,0.159825,729.0,3905,4634.0,Fall,Clear,Monday,0.15731549417350021,6.593044534142437,8.270269111436624,8.441391477999955
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.548333,0.125008,775.0,4429,5204.0,Fall,Clear,Tuesday,0.148923904688701,6.654152520183219,8.39615486303918,8.557374981049069
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.597917,0.0833333,688.0,4370,5058.0,Fall,Clear,Wednesday,0.13602214313958086,6.535241271013659,8.382747094863314,8.528924114291936
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.639167,0.141796,783.0,4332,5115.0,Fall,Clear,Thursday,0.1530791788856305,6.664409020350408,8.374015421739909,8.540128162698734
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.727083,0.139929,875.0,3852,4727.0,Fall,Mist,Friday,0.18510683308652423,6.775366090936392,8.256607344626158,8.461257559085935
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.716667,0.185325,1935.0,2549,4484.0,Fall,Clear,Saturday,0.4315343443354148,7.568379267836522,7.843848638152472,8.408493774492896
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.742083,0.206467,2266.75,2419,4685.75,Fall,Clear,Sunday,0.4837539348023262,7.726543429495053,7.791522819150732,8.4524946574773
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.790417,0.212696,1236.0,2115,3351.0,Fall,Mist,Monday,0.36884512085944493,7.1204443723924875,7.65728279297819,8.117312461601975
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.886957,0.343943,204.0,2506,2710.0,Fall,Light Snow/Rain,Tuesday,0.07527675276752767,5.3230099791384085,7.826842098158293,7.905072849498666
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.917083,0.0970208,118.0,1878,1996.0,Fall,Light Snow/Rain,Wednesday,0.05911823647294589,4.77912349311153,7.538494999413465,7.599401333415815
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.939565,0.192748,153.0,1689,1842.0,Fall,Light Snow/Rain,Thursday,0.08306188925081433,5.0369526024136295,7.432483807917119,7.519149957669823
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.897917,0.124379,417.0,3127,3544.0,Fall,Mist,Friday,0.11766365688487584,6.035481432524756,8.048149101665201,8.173293438966228
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.75375,0.153608,1750.0,3595,5345.0,Fall,Clear,Saturday,0.3274087932647334,7.467942332285852,8.18757739559151,8.584103896698863
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.71375,0.115054,1633.0,3413,5046.0,Fall,Clear,Sunday,0.32362267142290924,7.3987862754199485,8.135639903354386,8.526549286340263
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.692174,0.088913,690.0,4023,4713.0,Fall,Clear,Monday,0.1464035646085296,6.53813982376767,8.300031711779575,8.458292083496076
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.7125,0.141804,701.0,4062,4763.0,Fall,Clear,Tuesday,0.1471761494856183,6.553933404025811,8.309676895987726,8.46884293047519
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.697083,0.1673,647.0,4138,4785.0,Fall,Clear,Wednesday,0.13521421107628004,6.473890696352274,8.328209491748732,8.47345026846832
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.709167,0.271146,428.0,3231,3659.0,Fall,Mist,Thursday,0.11697185023230391,6.061456918928017,8.080856419640986,8.205218426395412
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.590417,0.164183,742.0,4018,4760.0,Fall,Mist,Friday,0.15588235294117647,6.610696044717759,8.2987883944492,8.46821300919452
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.718333,0.189675,1434.0,3077,4511.0,Fall,Mist,Saturday,0.31788960319219683,7.268920128193722,8.032035314398824,8.414495793177895
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.695,0.178483,1353.0,2921,4274.0,Fall,Clear,Sunday,0.3165652784277024,7.21081845347222,7.980023592310645,8.360539381370861
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.69,0.151742,691.0,3848,4539.0,Fall,Mist,Monday,0.152236175369024,6.539585955617669,8.255568653283746,8.420682291035394
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.88125,0.134954,438.0,3203,3641.0,Fall,Mist,Tuesday,0.12029662180719583,6.0844994130751715,8.07215530818825,8.200288260287554
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.9,0.0964042,539.0,3813,4352.0,Fall,Mist,Wednesday,0.12385110294117647,6.29156913955832,8.246433786160365,8.378620541552298
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.902083,0.128125,555.0,4240,4795.0,Fall,Mist,Thursday,0.11574556830031282,6.320768294250582,8.352554369474591,8.475537516147405
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.9725,0.0783667,258.0,2137,2395.0,Winter,Mist,Friday,0.10772442588726514,5.556828061699537,7.6676260915849905,7.78155595923534
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.8625,0.0783833,1776.0,3647,5423.0,Winter,Mist,Saturday,0.3274940070071916,7.482681828154651,8.201934351194222,8.598588829620232
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.845,0.0503792,1544.0,3466,5010.0,Winter,Mist,Sunday,0.3081836327345309,7.3427791893318455,8.151044945685024,8.519390774959724
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.848333,0.1107,684.0,3946,4630.0,Winter,Mist,Monday,0.14773218142548597,6.529418838262226,8.280711075662847,8.440528106480752
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.885417,0.118171,477.0,3643,4120.0,Winter,Mist,Tuesday,0.11577669902912621,6.169610732491456,8.200837258379849,8.323851131338817
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.84875,0.148629,480.0,3427,3907.0,Winter,Mist,Wednesday,0.12285641156897875,6.175867270105761,8.13973227971767,8.270781013162674
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.699167,0.172883,653.0,4186,4839.0,Winter,Clear,Thursday,0.13494523661913618,6.483107351457199,8.339739766019143,8.484669999710677
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.6475,0.206475,830.0,4372,5202.0,Winter,Clear,Friday,0.15955401768550556,6.7226297948554485,8.38320455141292,8.556990661290303
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.75375,0.292296,480.0,1949,2429.0,Winter,Mist,Saturday,0.19761218608480857,6.175867270105761,7.575584651557793,7.795646536334594
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.791667,0.222013,616.0,2302,2918.0,Winter,Mist,Sunday,0.21110349554489377,6.424869023905388,7.741967899820685,7.978996370854115
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.760833,0.0833458,330.0,3240,3570.0,Winter,Mist,Monday,0.09243697478991597,5.802118375377063,8.083637203141548,8.18060094759445
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.71,0.205854,486.0,3970,4456.0,Winter,Clear,Tuesday,0.10906642728904847,6.18826412308259,8.286773231131251,8.402231172946555
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.647917,0.17725,559.0,4267,4826.0,Winter,Clear,Wednesday,0.11583091587235807,6.327936783729195,8.358900612421644,8.481980435660493
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.620833,0.134954,639.0,4126,4765.0,Winter,Clear,Thursday,0.134102833158447,6.461468176353717,8.325306029752582,8.469262657658687
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.684167,0.0223917,949.0,4036,4985.0,Winter,Clear,Friday,0.19037111334002005,6.856461984594587,8.30325712085294,8.514389264083503
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.70125,0.0454042,2235.0,3174,5409.0,Winter,Clear,Saturday,0.41320022185246813,7.71244383427499,8.063062911326792,8.596004371840527
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.7275,0.06345,2266.75,3114,5380.75,Winter,Clear,Sunday,0.42127026901454256,7.726543429495053,8.043984431221553,8.590768879074556
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.73375,0.0423042,1514.0,3603,5117.0,Winter,Clear,Monday,0.2958764901309361,7.323170717943469,8.189799618728228,8.540519016719735
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.80875,0.143042,667.0,3896,4563.0,Winter,Mist,Tuesday,0.14617576156037695,6.504288173536645,8.26796230533871,8.425954710981966
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.90625,0.24815,217.0,2199,2416.0,Winter,Light Snow/Rain,Wednesday,0.08981788079470199,5.384495062789089,7.696212639346407,7.790282380703483
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.896667,0.141787,290.0,2623,2913.0,Winter,Mist,Thursday,0.09955372468245795,5.673323267171493,7.8724551500639794,7.97728198675515
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.71625,0.223883,529.0,3115,3644.0,Winter,Mist,Friday,0.1451701427003293,6.272877006546167,8.044305406990638,8.201111644442758
